#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Les mots bleus","Johan Papaconstantino",58,172,"french indietronica","Electronic","Les mots bleus",2019-05-31,04:10,79,48,27,1,43,10,10,-8,G#/A♭ Major,4,2022-06-22,4ffoWIfe9UWfyuJT5I0I7L,"Animal63",4B,https://p.scdn.co/mp3-preview/ce28eb50216b561d2dbf8cb831f98863ac7bc920?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cebc4b0dae0ed6a0a26d134
2,"Can't You See","Ilkan Gunuc,Osman Altun",35,118,"turkish deep house, turkish edm, covertronica","Electronic","Can't You See",2020-12-18,02:24,88,62,30,0,30,0,20,-9,F Minor,4,2022-06-22,2PfqvSuU5WVTWgyfl5iPNj,"TFB Records",4A,https://p.scdn.co/mp3-preview/3ea8ab51322c4d2aeef63a5506765bf69cf59552?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851165372c0911b5fe65a743e2f
3,"Trop beau","Crisologo,Emma Peters",58,120,"french pop","Pop","Trop beau",2019-03-20,04:44,80,69,32,0,16,20,10,-9,G#/A♭ Minor,4,2022-06-22,5j97tfPa0kGi0ieKQRiLRf,"Crisologo & Emma Peters",1A,https://p.scdn.co/mp3-preview/ae5d9cad5a69e6fcf25cbfe1a84bc668a2cb9c1f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a064c295c84eb1c2c999982d
4,"Le temps est bon","Bon Entendeur,Isabelle Pierre",66,98,"french indie pop, new french touch, ","Pop, Electronic","Aller-retour",2019-12-13,03:23,57,68,24,0,58,0,30,-6,D#/E♭ Major,4,2022-06-22,2U5kSevItDmL0XzSDyemRp,"Columbia",5B,https://p.scdn.co/mp3-preview/d61df85cf5893100deb01b303f40d60e2f31509f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516e8b4204d8642ea232e06b8d
5,"Canopée","Polo & Pan",67,96,"dark disco, electro-pop francais, french indietronica","Electronic, R&B","Caravelle",2017-05-19,04:36,70,69,9,1,37,0,0,-7,F Minor,4,2022-07-17,260V7huyJrXnyYe0dFv2Fa,"Universal Music Division Virgin Music Distribution Deal",4A,,https://i.scdn.co/image/ab67616d000048514ee9468123f381eb8d5e05bb
6,"Won't Forget You (Edit)","Shouse",72,127,"aussietronica","Electronic","Won't Forget You",2022-02-04,03:50,66,66,2,1,56,0,10,-7,G Minor,4,2022-06-22,3I10tZ5MgEMo4WryCNJkZQ,"Hell Beach",6A,https://p.scdn.co/mp3-preview/95d0a52d0942d7ea4bd5b906e9e2696cfa256faf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f3784b43dbc8566a24473f2
7,"Possédé","Emma Peters,Crisologo",51,110,"french pop, ","Pop","Emma Peters (Remixed)",2021-02-05,04:11,73,51,28,0,17,0,10,-10,F Minor,4,2022-06-22,6o5KebfdkkP0NWzpDFuXt7,"Local",4A,https://p.scdn.co/mp3-preview/be1e98937661e7b571f6746362782d82f1e03a81?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485163423dab00ac6763899a9876
8,"Notramourémor?","Crisologo,Emma Peters",0,112,"french pop","Pop","Notramourémor?",2020-06-15,03:02,62,68,1,0,37,0,10,-11,A#/B♭ Minor,4,2022-07-17,0uF6Bg5uQSNrjwbEoY5cxF,"Crisologo & Emma Péters",3A,,https://i.scdn.co/image/ab67616d0000485120913184008551e59950a5a7
9,"Crazy - Nôze Remix","Ornette",47,118,"french indie pop","Pop","Crazy (Nôze Remix)",2012-02-06,03:49,91,53,6,2,29,0,10,-10,F Minor,4,2022-06-22,3EcgKkCe7rKn7at2lNVVGg,"Discograph",4A,https://p.scdn.co/mp3-preview/536244cfd907e0b860fb7ebcb468a2fc501f2b9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336ebd9ff0bfe3fe97652887
10,"Atlas","Lane 8",54,122,"gauze pop, melodic house, progressive house","Pop, Electronic","Little by Little",2018-01-19,05:50,64,56,30,92,17,0,10,-11,F#/G♭ Major,5,2022-06-22,6YFRyll4isFUJrbHSeM1oJ,"This Never Happened",2B,https://p.scdn.co/mp3-preview/5427b30ff2804268a2abe974a1a2d3972d8687b9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513632681259e482efdffdc1b1
11,"Clandestina","FILV,Edmofo",56,102,"russian dance, ","Electronic","LUX",2020-06-26,02:28,53,61,18,0,27,30,10,-9,G#/A♭ Minor,4,2022-06-22,47eYSPt1lix3RBbq40q8bN,"YENİ DÜNYA MÜZİK",1A,https://p.scdn.co/mp3-preview/f6b1b70e9bfbe25ab10c2399db9120154f8774a0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a8714763e521564515b868ea
12,"L'amour comme à 16 ans","Bon Entendeur,Marie Laforêt",0,103,"french indie pop, new french touch, chanson, ye ye","Easy listening, Pop, Electronic, Rock","Minuit",2021-06-25,03:41,57,79,26,1,33,0,10,-8,C Minor,4,2022-06-22,1oHfekv3Ml9QWuYpDygjS5,"Columbia",5A,,https://i.scdn.co/image/ab67616d00004851c15796a5662fafda1d27ef32
13,"La clé des champs","NTO",60,120,"deep euro house, minimal melodic techno, new french touch","Electronic","La clé des champs",2016-09-30,06:56,46,53,0,86,4,0,10,-11,F#/G♭ Major,4,2022-06-22,12LOYGBr0T0IqyuhEILYFh,"Hungry Music",2B,https://p.scdn.co/mp3-preview/9e3e8d633a1a60b888d14d0547bfeaf3f45eb9e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515e04fccc811e35cf8d8f4c61
14,"Deus","HVOB,Winston Marshall",28,117,"electronica, ","Electronic","Silk",2017-03-24,07:03,88,34,63,80,13,10,0,-15,E Minor,4,2022-06-22,5nV05PdEbgqt49pDYo5zLT,"Tragen Records",9A,https://p.scdn.co/mp3-preview/81cc2a4e27c0b963ae01be14ed9918816193e847?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516f08fc7710f056ed4d8b30e8
15,"Mosaïque","Ash",59,93,"arab electronic","Electronic","Mosaïque",2016-04-09,03:41,67,77,25,80,24,0,20,-6,G Minor,4,2022-06-22,3bbqxT5UGZsvTy1r3txs0t,"Ash",6A,https://p.scdn.co/mp3-preview/8e3f1adf360fd090da3069e02fefac668fc342ae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485144acb41556b04007659c3556
16,"Lost Gravity","Tinlicker",45,120,"melodic house","Electronic","Lost Gravity EP",2021-05-14,05:05,33,88,0,88,3,0,10,-8,F Major,4,2022-06-22,4UwtgYX9wp4z9zLIfzVviV,"Anjunadeep",7B,https://p.scdn.co/mp3-preview/eca628db25a98d685eb40d4feaf2b20dc92e8684?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514d03c6a3ebc245da697d0761
17,"Giorgio by Moroder","Daft Punk",65,113,"electro, filter house, rock","Hip Hop, Electronic, Rock","Random Access Memories",2013-05-20,09:04,74,68,7,53,41,0,30,-10,A Minor,4,2022-06-22,0oks4FnzhNp5QPTZtoet7c,"Columbia",8A,https://p.scdn.co/mp3-preview/ffbe7c12252438f212fd67000bcbd8cdc5ba4525?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b9b36b0e22870b9f542d937
18,"Airplane Lesson","Stereoclip",59,123,"","","Airplane Lesson",2016-00-00,04:12,53,45,67,94,13,20,10,-13,G Minor,4,2022-06-22,2SxeNZphx2bH5kju5Ntu8P,"Hungry Music",6A,https://p.scdn.co/mp3-preview/df6ba0499d3ab6ea31f40971945d526c30bed54b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f3180e7b79a88ad0afe954a1
19,"Invisible","NTO",48,123,"deep euro house, minimal melodic techno, new french touch","Electronic","Apnea",2021-10-08,05:39,54,58,11,88,6,0,10,-11,C♯/D♭ Minor,4,2022-06-22,4r4eTvYnjzyQnMpWei7Qgb,"AllPoints",12A,https://p.scdn.co/mp3-preview/fa5262839f323254fc66022c2e5287d1c2154d6d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517ff242d3a52df1ede33893cd
20,"Crimewave","Crystal Castles,HEALTH",66,120,"alternative dance, bitpop, digital hardcore, indietronica, neo-synthpop, new rave, nintendocore, grave wave, metropopolis, noise pop, noise rock","Rock, Pop, Electronic","Crystal Castles",2008-03-16,04:18,74,69,20,3,88,0,20,-8,E Minor,4,2022-06-22,7dxQFzp8zZzgDkaYEXQZIv,"Different Recordings",9A,https://p.scdn.co/mp3-preview/cba97b9494435fe692a22179d9e4eda58a2bff47?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b01fea159227ea845c2bd72e
21,"Light","Ash",39,108,"arab electronic","Electronic","Light",2020-04-24,05:28,61,72,52,89,4,0,20,-10,E Minor,4,2022-06-22,7oyfJcOR2i3whfEYMogQt1,"Ash",9A,https://p.scdn.co/mp3-preview/270dd5afbffbff4deb659ba4764c03fc7d6887bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b5d41be00d1b95e4a4aa4bb
22,"Oasis","Arman Cekin,Ash",34,105,"bass trap, arab electronic","Electronic, Hip Hop","Oasis",2020-06-26,03:03,71,68,85,89,39,0,10,-7,B Minor,4,2022-06-22,0kids7IAQ3dPoEFR44tIDF,"Avrupa Müzik Yapim",10A,https://p.scdn.co/mp3-preview/dd6ca712a15f882a632e9f30558a45dc78356689?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851beb4d01259fc2dd7b3db03aa
23,"Senses","Ash",48,112,"arab electronic","Electronic","Senses",2020-05-12,03:41,66,66,18,86,24,0,10,-8,E Minor,4,2022-06-22,5Bxwud3PUVsU0FzZa4PTeE,"Ash",9A,https://p.scdn.co/mp3-preview/df4faff6c3f87a5e56feef4ddb09c07173c57e46?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c685908237494765e75775a1
24,"Night","Crisologo",47,110,"","","Night",2020-10-07,03:06,80,81,1,68,24,0,0,-8,G#/A♭ Minor,4,2022-06-22,1ekwdh2Ntep4FEiBu4XoZD,"Get The Sound",1A,https://p.scdn.co/mp3-preview/e97279e1d683d62fcee31e49c71f70f6f16c75a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f35a83b4f99cebe0763da82
25,"White Desert","Ash",44,111,"arab electronic","Electronic","White Desert",2021-01-14,05:32,63,83,63,85,10,0,0,-12,A Minor,4,2022-06-22,5OO4oEJcYu3UmC7xKfVlLk,"Cercle Records",8A,https://p.scdn.co/mp3-preview/dcec483755af890a348d8b5c09496eb7e8c49b61?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa0b357a3d6bd9f1b5b4977d
26,"Worlds Apart","Ash",54,113,"arab electronic","Electronic","Worlds Apart",2019-03-29,04:23,71,56,19,90,12,0,10,-9,F Minor,4,2022-06-22,1jEy4S0PriJSPxBIc7XreS,"Ash",4A,https://p.scdn.co/mp3-preview/18499031b39a78c776831852acb7cb512c57c26f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e471b1d63e7c3520c209dbda
27,"The Blame Game","HVOB,Winston Marshall",40,102,"electronica, ","Electronic","Silk",2017-03-24,05:54,39,41,86,37,4,0,10,-12,A Minor,4,2022-06-22,3lgoGEEfJNcRBBPKjFFPl8,"Tragen Records",8A,https://p.scdn.co/mp3-preview/335bda4bd11963253bbc16a3e0d7ab50ccee13b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516f08fc7710f056ed4d8b30e8
28,"Ocean Drive","Duke Dumont",72,115,"edm, house, pop dance, progressive house, uk dance","Electronic","Ocean Drive",2015-07-31,03:26,69,72,1,0,56,0,10,-5,G#/A♭ Minor,4,2022-06-22,0b6wdul3A5sQNpIOv03OxP,"EMI",1A,,https://i.scdn.co/image/ab67616d000048512500bcdc1790d13e7ac1a0c0
29,"QUEENS","The Blaze",57,125,"new french touch","Electronic","DANCEHALL",2018-09-07,03:54,62,59,69,27,3,0,10,-13,D Major,4,2022-06-22,6EjTmLZVdDfp66yawG1CDb,"Animal 63",10B,https://p.scdn.co/mp3-preview/46930df2f431b90d73cce16d7778ffaa1356f272?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb8b2c04222171f2c970d6ac
30,"Somebody's Story","Solomun",1,124,"german techno, hamburg electronic, melodic techno, minimal techno","Electronic","Black Label #36",2008-08-29,09:08,71,65,4,81,58,0,10,-12,D#/E♭ Minor,4,2022-07-03,5453frA2hsBPjGRVDHm1PJ,"Compost Records",2A,,https://i.scdn.co/image/ab67616d0000485116668410107067902feba4f8
31,"Sing It Back","Ash,Naila",60,120,"arab electronic, ","Electronic","Sing It Back",2018-02-16,04:12,83,43,41,3,60,0,0,-9,C♯/D♭ Minor,4,2022-07-03,2UhRf78iodPFuJa7TGMSFn,"Ash",12A,https://p.scdn.co/mp3-preview/03c6054cacf53650d55c46d5d41442ca38b7b3b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515493dc287a075984669110a9
32,"A Tribe Called Kotori","Oliver Koletzki",48,95,"german techno, minimal techno, organic electronic, organic house","Electronic","The Arc of Tension",2017-05-19,06:10,63,50,71,83,8,0,30,-12,F Minor,4,2022-07-07,239SrBPZi0xs1OQZmedr6q,"Stil Vor Talent Records",4A,https://p.scdn.co/mp3-preview/f3982c7ef6f576412224bd62de2c0f4793577b91?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c0b1524d9584e1e50d6ce63b
33,"Le Beirut","Ash,Samia",48,99,"arab electronic, ","Electronic","Le Beirut",2020-11-06,07:11,51,68,14,59,7,0,10,-9,A#/B♭ Minor,4,2022-07-07,7dpKMbwkvZUV9JKFpjaxp0,"Ash",3A,https://p.scdn.co/mp3-preview/70a43a80fb3c4112712c0c6d893f6e41bf0fb132?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485142431c8874e6f2ee63d419e9
34,"Love Tonight","Shouse",64,123,"aussietronica","Electronic","Love Tonight",2017-12-14,08:13,80,55,0,1,47,0,0,-7,C Major,4,2022-07-07,1u73tmG4xQschbK8cXxSD9,"Hell Beach",8B,https://p.scdn.co/mp3-preview/0376ff8f4bded22b8c42b0c00d546caaf2382f59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181376e47003d45f6513b5657
35,"Won't Forget You","Shouse",55,127,"aussietronica","Electronic","Won't Forget You",2022-02-04,06:38,67,64,1,5,51,0,10,-7,G Minor,4,2022-07-08,08DprFlcwlc5zny9ErPkHG,"Hell Beach",6A,https://p.scdn.co/mp3-preview/31ed5e8af6cca56abf642d536faaa2673cab777f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f3784b43dbc8566a24473f2
36,"Adventure","Izzamuzzic",0,100,"kazakh pop, russian electronic","Pop, Electronic","Adventure",2016-04-22,05:19,60,55,8,0,13,20,10,-10,G Major,4,2022-07-08,7mxpWt3f6U2lG0uzlimbKG,"Three Dot House",9B,,https://i.scdn.co/image/ab67616d000048510ddc9ce5a8df300a2eae78d8
37,"Man O To - Original Mix","Nu",30,107,"organic electronic","Electronic","Man O To",2017-03-10,09:40,86,42,79,51,10,0,10,-10,G Minor,4,2022-07-08,1jk9NRyYFKPgfCX9BnW6yW,"Crosstown Rebels",6A,,https://i.scdn.co/image/ab67616d00004851cb753bd9d3a63370d03a2fa4
38,"Vacances","L'Impératrice",47,156,"french indie pop, french indietronica, french synthpop","Pop, Electronic","Matahari (French Version)",2018-03-02,04:21,71,49,33,53,94,0,60,-12,D#/E♭ Minor,4,2022-07-08,6jrPDxHjE2qOKbvFj9u4YX,"microqlima",2A,https://p.scdn.co/mp3-preview/06d2bf6d2e1712ff422b6704a7dca5a7c8d8c063?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515a27a28ae29e671a7a967657
39,"Inevitable Ending - Original","Armen Miran,Hraach",36,116,"organic electronic, organic house","Electronic","Inevitable Ending",2016-09-26,06:23,78,60,8,90,59,0,0,-12,E Minor,4,2022-07-19,6uWvMsU36wN3yQNpeN9jit,"Sol Selectas",9A,https://p.scdn.co/mp3-preview/83074c70ae01abf1736989720a6258a1898ba8b2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c7e764158802946bfeca3246
40,"Guava - Extended Mix","Tunnelvisions",53,115,"organic house","Electronic","Midnight Voyage (Remixed)",2018-02-16,04:28,70,53,0,46,68,0,0,-11,C Major,4,2022-08-10,5foz4U3rwtDfEgnBsxWFIi,"Atomnation",8B,https://p.scdn.co/mp3-preview/3f9e134c84d1ccd391fc2a45086ecb3cf7269b53?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851599797c86456f5c375cd78bb
41,"Twist in My Sobriety - Sans Souci Remix Edit","Sono,Sans Souci",34,121,"chant basque","Latin","Twist in My Sobriety",2016-08-26,03:12,78,76,4,0,57,0,10,-7,C♯/D♭ Major,4,2022-08-12,3Y8JxJlJZ6GTjGcT7qac9b,"Kontor Records",3B,https://p.scdn.co/mp3-preview/4f5b6235441ba7a9b094b39c271eda6b418f9aab?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851004647a8b6e71601a9f77c69
42,"Acqua e Sale","MINACELENTANO",0,96,"","","Mina Celentano",1998-00-00,04:42,73,57,17,0,73,0,10,-10,E Minor,4,2022-08-15,2k5XUNGw2nD3qTl9C208Qr,"Clan Celentano",9A,,https://i.scdn.co/image/ab67616d00004851e8fad486ffa230b06ca4310c
43,"In Mindibu","Stavroz",31,119,"organic electronic","Electronic","In Mindibu",2022-04-22,05:08,75,56,36,85,6,0,10,-14,G#/A♭ Major,4,2022-08-16,7G82RELqYiB0EZ8F61Ht8T,"Moodfamily",4B,https://p.scdn.co/mp3-preview/bc7962f1f3159950aa58259de63a2308014aa5c3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512006e578272366a78c4a6e67
44,"Tankwa Town","Oliver Koletzki",51,100,"german techno, minimal techno, organic electronic, organic house","Electronic","The Arc of Tension",2017-05-19,07:33,74,40,10,29,5,0,0,-11,G Major,4,2022-08-21,55kDJdv7pymmG4URJlVTYR,"Stil Vor Talent Records",9B,https://p.scdn.co/mp3-preview/0a1442589a058c68b3600151be8682f2d614ce93?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c0b1524d9584e1e50d6ce63b
45,"Rainfall (Praise You)","Tom Santa",76,128,"stutter house","Electronic","Rainfall (Praise You)",2022-02-18,02:46,77,86,14,1,51,0,20,-5,F Minor,4,2022-08-21,1M8t1j3Kv2qp97bdq5q4Vl,"Polydor Records",4A,,https://i.scdn.co/image/ab67616d00004851e3fc464799df99dc5a66ea85
46,"Tous les mêmes","Stromae",74,110,"belgian pop, g-house","Pop, Electronic","racine carrée",2013-01-01,03:30,70,64,22,0,65,10,20,-9,F Minor,4,2022-08-25,6M4nkEPZMj58acftDRTuKL,"Universal Music Distributed Labels",4A,,https://i.scdn.co/image/ab67616d00004851ab580fab750cc9baf0d52b5c
47,"Ay Que Sera Del Sol - Original","Rodrigo Gallardo",51,100,"latintronica, nuevo folklore argentino, organic electronic","Electronic, Latin","Summer Sol",2016-06-21,06:30,77,53,0,86,39,0,0,-11,D Major,4,2022-08-28,2mDpaQWRfsXtymj7JhVOEE,"Sol Selectas",10B,https://p.scdn.co/mp3-preview/dc2ce13335f17f8e99d5c5727cfd964ddeb925f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d6793a64ad78db7746c59e7
48,"The Light - Patrice Bäumel Remix","Circle Sky,Patrice Bäumel",0,126,"deep techno, melodic techno, minimal techno","Electronic","The Light (Patrice Bäumel Remix)",2018-05-04,06:44,68,46,0,86,12,0,10,-13,F#/G♭ Major,4,2022-08-29,7wyymXHQzxRO4b99aJWwQS,"BMG Rights Management (UK) Limited",2B,,https://i.scdn.co/image/ab67616d000048516918120b2b8620b9c1b96f07
49,"Epikur - Original","DAVID AUGUST",48,118,"electronica, hamburg electronic, minimal techno, organic electronic","Electronic","Epikur EP",2014-03-31,08:10,56,60,1,91,14,0,20,-11,C♯/D♭ Major,4,2022-09-29,5XxFY11r0YA6Xoyh1O9WsR,"Innervisions",3B,https://p.scdn.co/mp3-preview/b7d495a0d11e9df7ea93709f6f875c12cb2f949f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851251e8a8e2661e28eb06b0ebc
50,"Starry Night - Original Mix","Peggy Gou",35,123,"electra, float house","Pop, Electronic","Starry Night",2019-03-22,06:38,79,82,0,72,90,0,0,-9,G#/A♭ Minor,4,2022-10-11,5xwzmfxNAxZwMjznQ0eVXL,"Gudu Records",1A,,https://i.scdn.co/image/ab67616d0000485174ac2cdc993ce37687b3ead7
51,"Younan","Alì Farahani",0,104,"organic electronic, persian electronic","Electronic","Younan",2016-09-26,06:58,83,50,2,77,6,0,10,-10,B Minor,4,2022-10-15,5mzakuJeEfkwBusJHVybMv,"Cosmic Awakenings",10A,,https://i.scdn.co/image/ab67616d00004851c02a2a8c4ec44da851706b0b
52,"There Is Still Pain Left - Laolu Remix","Sophie Hunger,Laolu",49,116,"swiss indie, swiss rock, afro house","Electronic, Rock","Molecules (Remix)",2020-03-09,08:15,73,62,7,27,19,0,0,-10,G#/A♭ Minor,4,2022-10-23,0SrGfQS8tME1evNBTJPNVn,"Two Gentlemen",1A,https://p.scdn.co/mp3-preview/f8f5a9c487f331c31dab9a9aa4dfdc16190ffb4a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516f17b3df4d519e876201136e
53,"Appreciation","Goooey Vuitton",24,126,"","","Appreciation",2018-06-29,03:23,80,54,0,73,74,0,10,-12,C Minor,4,2022-10-23,3d0lXu8fi8wOAW2chFrpTf,"BlackBook Selects",5A,https://p.scdn.co/mp3-preview/b493a57c73ebfd12902789eba43f9ef9120d733e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851403c69bfff66019b4e66493c
54,"Gorgeous","Ash,Naila",57,116,"arab electronic, ","Electronic","Gorgeous",2016-04-27,03:16,83,54,39,23,34,0,10,-8,D Major,4,2022-10-25,1b8ChLRqjihDdrrbbFrsGp,"Ash",10B,https://p.scdn.co/mp3-preview/cc2099832a47b169334f197907c66d47c87ae4e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485193ee49f9442bdf142c3a53b0
