#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
167,"all of me","21 Savage",85,160,"atl hip hop, hip hop, rap","Hip Hop","american dream",2024-01-12,03:18,65,81,12,0,79,30,80,-6,F Minor,4,2024-01-14,2FoahzOSxJnalPA8aBUme3,"Slaughter Gang, LLC/Epic Records",4A,https://p.scdn.co/mp3-preview/2cc64684c2165df343528df009b514c504781313?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
168,"dark days","21 Savage,Mariah the Scientist",80,82,"atl hip hop, hip hop, rap, alternative r&b","R&B, Hip Hop","american dream",2024-01-12,04:55,69,58,23,0,14,10,10,-5,D Minor,4,2024-01-14,02Cp3VTUWNed8hr69BhKz6,"Slaughter Gang, LLC/Epic Records",7A,https://p.scdn.co/mp3-preview/f6b3ee0e969cac9e6ba60d139b9aae98879ae3a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
169,"red sky","21 Savage,Tommy Newport,Mikky Ekko",81,115,"atl hip hop, hip hop, rap, kansas indie, nashville indie","Hip Hop, Pop, Folk/Acoustic","american dream",2024-01-12,02:56,68,62,18,0,40,0,10,-8,C Minor,4,2024-01-14,4yLyVdEqV790aIXyGif85v,"Slaughter Gang, LLC/Epic Records",5A,https://p.scdn.co/mp3-preview/0297a0aa49cbb86e036346ea70e3d9d29cbbc4fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
170,"pop ur shit","21 Savage,Young Thug,Metro Boomin",83,123,"atl hip hop, hip hop, rap, atl trap, gangster rap, melodic rap, trap","Hip Hop","american dream",2024-01-12,03:13,86,50,33,5,29,10,10,-7,F#/G♭ Minor,4,2024-01-14,47yD0e9MCRIB8dgUXPfyW3,"Slaughter Gang, LLC/Epic Records",11A,https://p.scdn.co/mp3-preview/9c024a67a415f54cabae17a63890a749fa13be51?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
171,"redrum","21 Savage",88,172,"atl hip hop, hip hop, rap","Hip Hop","american dream",2024-01-12,04:30,62,74,1,0,25,0,50,-8,D Major,4,2024-01-14,52eIcoLUM25zbQupAZYoFh,"Slaughter Gang, LLC/Epic Records",10B,https://p.scdn.co/mp3-preview/2b8a27eaa7c7abde2f487bcf373e0da7fdd318df?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
172,"n.h.i.e.","21 Savage,Doja Cat",85,132,"atl hip hop, hip hop, rap, dance pop, pop","Hip Hop, Pop","american dream",2024-01-12,02:23,82,51,9,4,16,0,10,-9,F Minor,4,2024-01-14,6x9pCndnXEoea0CMcfjs9W,"Slaughter Gang, LLC/Epic Records",4A,https://p.scdn.co/mp3-preview/954e513cc2b5c9102a978476b4eac778a7d965c7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdceba2bf1867d4966d0347
173,"TELEKINESIS (feat. SZA & Future)","Travis Scott,SZA,Future",87,83,"hip hop, rap, slap house, pop, r&b, atl hip hop, southern hip hop, trap","Hip Hop, Pop, R&B, Electronic","UTOPIA",2023-07-28,05:53,46,54,57,0,22,0,10,-5,F Minor,4,2024-01-17,1i9lZvlaDdWDPyXEE95aiq,"Cactus Jack/Epic",4A,https://p.scdn.co/mp3-preview/044ceba2a9451325fc9bf007447a2bdc333123b9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
174,"Yes Indeed","Lil Baby,Drake",84,120,"atl hip hop, atl trap, rap, trap, canadian hip hop, canadian pop, hip hop, pop rap","Hip Hop, Pop","Harder Than Ever",2018-05-18,02:22,96,35,4,0,56,50,10,-9,F Minor,4,2024-01-18,6vN77lE9LK6HP2DewaN6HZ,"Quality Control Music, LLC",4A,,https://i.scdn.co/image/ab67616d000048516cab41f8c84d6164976400d4
175,"No Role Modelz","J. Cole",91,100,"conscious hip hop, hip hop, north carolina hip hop, rap","Hip Hop","2014 Forest Hills Drive",2014-12-09,04:52,69,52,32,0,49,30,0,-8,A#/B♭ Minor,4,2024-01-18,68Dni7IE4VyPkTOH9mRWHr,"Roc Nation Records LLC",3A,,https://i.scdn.co/image/ab67616d00004851c6e0948bbb0681ff29cdbae8
176,"goosebumps","Travis Scott",89,130,"hip hop, rap, slap house","Hip Hop, Electronic","Birds In The Trap Sing McKnight",2016-09-16,04:03,84,73,8,0,43,0,10,-3,G Major,4,2024-01-18,6gBFPUFcJLzWGx4lenP6h2,"Cactus Jack / Epic",9B,https://p.scdn.co/mp3-preview/5c45fee2743d39984ed2c1e2493d04a42d626f81?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce
177,"God's Plan","Drake",87,77,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","Scorpion",2018-06-29,03:18,75,45,3,0,36,10,50,-9,G Major,4,2024-01-18,6DCZcSspjsKoFjzjrWoCdn,"Cash Money/Drake LP6",9B,,https://i.scdn.co/image/ab67616d00004851f907de96b9a4fbc04accc0d5
178,"SICKO MODE","Travis Scott",87,155,"hip hop, rap, slap house","Hip Hop, Electronic","ASTROWORLD",2018-08-03,05:12,83,73,1,0,45,20,10,-4,G#/A♭ Major,4,2024-01-18,2xLMifQCjDGFmkHkpNLD9h,"Cactus Jack / Epic",4B,https://p.scdn.co/mp3-preview/8229545ded5cacf393f62b17af653dfc8171fc85?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851072e9faef2ef7b6db63834a3
179,"HUMBLE.","Kendrick Lamar",87,150,"conscious hip hop, hip hop, rap, west coast rap","Hip Hop","DAMN.",2017-04-14,02:57,91,62,0,0,42,10,10,-7,C♯/D♭ Minor,4,2024-01-18,7KXjTSCq5nL1LoYtL7XAwS,"Aftermath",12A,,https://i.scdn.co/image/ab67616d000048518b52c6b9bc4e43d873869699
