#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
141,"Bodrum","Hande Yener",61,130,"turkish pop","Pop","Hande'ye Neler Oluyor",2010-04-01,03:45,75,84,12,0,90,0,30,-5,C Minor,4,2022-07-08,2yZhYOrX9ukmcyfIjGYx9O,"Poll Production",5A,https://p.scdn.co/mp3-preview/0e1cf636e351a0e8368186bf00d6e9cf091cb5bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6cbeba4dd5bf3572e415f94
142,"Dudak","EDIS",0,105,"turkish pop","Pop","Dudak",2016-08-19,03:43,72,92,2,0,79,10,0,-2,F Minor,4,2022-07-08,6rWID4G0g3vGL4YGp7f2h6,"PDND MÜZİK PROD.",4A,,https://i.scdn.co/image/ab67616d00004851e72a81b7994afe8eae3cd7c4
143,"Küçücüğüm","Yalın",66,86,"turkish pop","Pop","Bir Bakmışsın",2005-04-13,03:49,67,81,13,0,90,0,10,-6,B Minor,4,2022-07-12,1jhnbRVTmRJjnRhabesRqn,"AVRUPA MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/d3c89633b0eb210f1ad15674b4a0bcdc20344f8a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f59991afdff07d111f06a068
144,"Yeniden","Yalın",58,125,"turkish pop","Pop","Yeniden",2015-05-20,04:02,76,85,0,0,58,0,10,-5,B Minor,4,2022-07-12,6yF3Glk5DGC9WZ8PjQFuEP,"Y Prodüksiyon",10A,https://p.scdn.co/mp3-preview/a1461b12bd43808d293955a65902d21a4e26148c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a12af697f338db7aaf768d4f
145,"Her şey Sensin","Yalın",67,90,"turkish pop","Pop","Her şey Sensin",2007-03-23,04:36,36,67,38,0,40,0,10,-5,C♯/D♭ Minor,4,2022-07-12,406NzjjqZlOiFyIvhTGcAQ,"AVRUPA MÜZİK YAPIM",12A,https://p.scdn.co/mp3-preview/5064ee6754a54c3595441cc248f25a589a6ef9e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851181621cd35d4e6e31ab4a95e
146,"Hele Bi Başla","Yalın",0,80,"turkish pop","Pop","Hele Bi Başla",2018-02-21,03:53,64,71,27,0,43,0,10,-7,C♯/D♭ Minor,4,2022-07-14,10fXMcuZJovUy9yzApml6p,"DOĞAN MÜZİK YAPIM",12A,,https://i.scdn.co/image/ab67616d0000485105d6fc446fcc8b410d72ebe5
147,"Tükeneceğiz","Sezen Aksu",68,177,"turkish pop","Pop","Sen Ağlama",1984-09-06,04:19,40,68,65,0,50,0,10,-6,C♯/D♭ Minor,4,2022-07-21,2rP7pI2WpMWcUraYAX2xiT,"SN Music",12A,https://p.scdn.co/mp3-preview/3d201b5af9c7a24688ab3ea6f19f77fb41f6a7be?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511773d8c5158bab36592b24cb
148,"Mecbursun","Sertab Erener",65,88,"turkish jazz, turkish pop, turkish singer-songwriter","Jazz, Pop","Lâ'l",1994-10-14,03:53,68,43,37,0,92,10,0,-14,A#/B♭ Minor,4,2022-07-28,30P0bhT0Ebfl9Bxua0mzYr,"TEMPA TÜM ELEKTRİKLİ",3A,https://p.scdn.co/mp3-preview/64b748cdcb78298941e69aa0d3da130619163bdb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514a813eccafa91999a7cf0548
149,"Ne Kavgam Bitti Ne Sevdam","Gülşen",66,100,"turkish pop","Pop","Yurtta Aşk Cihanda Aşk",2006-00-00,03:26,72,80,14,0,91,0,20,-5,F Major,4,2022-08-05,2luWadHsYhuZJF54vw4bTb,"DOĞAN MÜZİK YAPIM",7B,https://p.scdn.co/mp3-preview/9ec1e059b0386ff8511415f88d8d28bc36e20b8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f806bc070195c0f3c73858b
150,"Gel Bana","Mustafa Sandal",1,90,"turkish pop","Pop","Gel Bana",2019-01-14,03:03,87,58,18,0,45,30,10,-9,E Minor,4,2022-08-22,4wSA7Q9toi1tNjd6L0Ixdy,"DOĞAN MÜZİK YAPIM",9A,,https://i.scdn.co/image/ab67616d00004851abe56269b22b9091b3ac21a8
151,"Bilir O Beni","Pinhani",64,47,"oyun havasi, turkish pop, turkish rock","Pop, Rock","Bilir O Beni",2022-02-24,03:48,22,45,28,0,30,0,0,-9,G Major,4,2022-08-22,0szRcHR9IsUO2Xj8uAKPM6,"BEĞENİ MÜZİK YAPIM",9B,https://p.scdn.co/mp3-preview/1e5adf5d46e1a62c190343565432e97d1f37ca66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a39ebb26fde6bc3638c7c2d6
152,"Imdat","Murda,Hadise",58,130,"basshall, turkish hip hop, turkish trap, turkish deep house, turkish pop","Electronic, Hip Hop, Pop","Imdat",2022-07-01,03:14,97,34,46,0,96,10,0,-9,A Major,4,2022-08-24,7nJBXYIjC16eCzC4jw8Wiw,"Murda World under exclusive license to StageArt Europe GmbH",11B,https://p.scdn.co/mp3-preview/e658812521f4b864d799137531e0c3057d56c651?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517662ba7a6e229d98b02ef5fb
153,"hatırla","Revart",1,200,"turkish trap pop","Pop","hatırla",2021-04-07,02:36,61,67,15,0,30,20,10,-7,D#/E♭ Minor,4,2022-08-24,2XruYLgVQP1cgTO4QpH8pJ,"3TR6AP2",2A,,https://i.scdn.co/image/ab67616d0000485126e194af596f890951f62c40
154,"Ara","Zeynep Bastık",63,164,"turkish pop","Pop","Ara",2022-07-29,03:00,62,67,24,0,34,0,10,-6,C Minor,4,2022-08-24,1iEMuRRbD04w92WzHYkJrF,"Hypers",5A,https://p.scdn.co/mp3-preview/64335762a89a5d3d37528bbb892169599afc1323?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485193b5dbed900db2b66d8b8ad4
155,"Aman Aman","Linet",58,154,"arabesk, turkish pop","Pop","Yorum Farkı, Vol. 2",2015-02-27,04:47,29,63,68,0,30,0,30,-6,C Minor,4,2022-08-25,6lQLnOvZ5yqUVK1zFq6yRQ,"SEYHAN MÜZİK YAPIM",5A,https://p.scdn.co/mp3-preview/696457cc65922054ef68c20935df86eed2fb223d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e801329d21d68a4dfa6f0688
156,"Yurtta Aşk Cihanda Aşk","Gülşen",63,127,"turkish pop","Pop","Yurtta Aşk Cihanda Aşk",2006-00-00,04:15,75,82,2,0,80,0,30,-5,F#/G♭ Minor,4,2022-08-25,37H5CKqLoosxiicL2pmOm8,"DOĞAN MÜZİK YAPIM",11A,https://p.scdn.co/mp3-preview/be456b3c339891698ef0853139f7e5b42153e3c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f806bc070195c0f3c73858b
157,"Janti","Murat Boz",60,102,"turkish pop","Pop","Janti",2016-04-08,03:22,71,77,1,0,45,0,10,-7,E Minor,4,2022-08-28,6DHXEFiovFZgQAhuviC6QS,"DOĞAN MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/d0dc269f8f0d6aaa4c1dbf15ad78c4a293eaadd1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519dfc5ebaffb685b8492ceb13
158,"Kafam Senden Bile Güzel","Kolpa",61,132,"turkish pop, turkish rock","Pop, Rock","Aşk Ve Hayat Hakkında",2014-01-10,03:24,60,66,53,0,67,0,0,-6,G Major,4,2022-08-29,0d4rto68XJzcTTzFQQ54eS,"PASAJ",9B,https://p.scdn.co/mp3-preview/2ed16ea0373070569a6d4e30c25c2c14c7e38d7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc589aba546107329ad69c3b
159,"Aşkın Olayım","Simge",74,76,"deep turkish pop, persian pop, turkish pop","Pop","Ben Bazen",2018-06-01,04:11,56,58,23,0,56,0,30,-8,F Minor,4,2022-09-05,4o4kbDP7DMVFPwAf5D5bj9,"DOĞAN MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/bff03a6d59cbdefb9a993d493ebf3b78e2803000?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518ffe0967a3b236d34428b19a
160,"Kendime Yalan Söyledim","Seksendört",68,127,"turkish pop, turkish rock","Pop, Rock","Akiyor Zaman",2011-03-03,04:27,69,73,21,0,58,0,0,-6,B Minor,4,2022-09-11,5hYb9RIvqvk8J6mjMNL4pc,"Poll Production",10A,https://p.scdn.co/mp3-preview/4048c98eed026722b3064736fa84e77c2a80f567?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c64d0b7ad5643b3b281b238a
161,"Hiç Bitmez Bu Masal","Kolpa",55,156,"turkish pop, turkish rock","Pop, Rock","Yatağın Soğuk Tarafı",2011-00-00,03:44,63,76,24,0,95,0,20,-7,E Major,4,2022-09-11,0domS2VQSnl5XhayXITgbH,"PASAJ",12B,https://p.scdn.co/mp3-preview/0d9cca575da15f66af5c3321cb9bbfbace715dd6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fbef8a75691794dd500b4a98
162,"Git","Ferhat Göçer",44,144,"turkish pop","Pop","Kalbe Kiralık Aşklar",2013-10-11,03:49,60,59,74,0,43,0,20,-5,C Minor,3,2022-09-12,7emhTrbatblzEUrH78LJeL,"EMRE GRAFSON MÜZİK",5A,https://p.scdn.co/mp3-preview/1de894ff48d6b63d37376f3d278ca08f4742748f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ab0a06f7a5e321edd79e2af
163,"Arnavut Kaldırımı","Demet Sağıroğlu",40,105,"turkish pop","Pop","Şimdi 90'Lar",2010-03-05,04:51,72,68,36,0,37,10,10,-10,F Minor,4,2022-09-20,2zt0LFiyJoGwn9Haorpzc6,"Ossi Müzik",4A,https://p.scdn.co/mp3-preview/8772bae43d7784ef47350750d609253e18bf8e32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485179b4d3327149a340e82d722a
164,"Unutmak Öyle Kolay Mı Sandın","Semicenk",70,92,"turkish pop","Pop","Unutmak Öyle Kolay Mı Sandın",2022-08-24,02:24,72,64,61,0,62,10,0,-7,G#/A♭ Major,4,2022-10-01,2Pe8d9oClBgLkkz2N35AiN,"EVA RECORDS",4B,https://p.scdn.co/mp3-preview/b77f99cf364d34f9566bdfc1c76595d73386a252?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513b3955d72d353c30366ac352
165,"Girdap","Buray",65,105,"turkish deep house, turkish pop","Electronic, Pop","Girdap",2022-07-08,02:37,79,59,3,0,81,0,20,-9,G#/A♭ Minor,4,2022-10-08,21S4rAoDEikVpfrxewfVnq,"GOMMA & WASP ENT.",1A,https://p.scdn.co/mp3-preview/b1a5ac987bbb627dbf3bfccb5cfa21e28a9e23a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851721571a44c50fe7e1e5a5ab7
166,"Herkes Gibisin","Semicenk",68,90,"turkish pop","Pop","Herkes Gibisin",2022-05-06,03:05,69,49,3,0,24,10,10,-10,G#/A♭ Major,4,2022-10-08,7jnN5sT8rk6PIvBZRWYdJj,"Eva Records TR",4B,https://p.scdn.co/mp3-preview/58f1824cc7079502fe94a3768c2078c8317ebb1c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2960959f1efc386a0eba25d
167,"Kurşuni Renkler","Göksel",58,141,"turkce slow sarkilar, turkish pop","Pop","Yollar",1997-05-01,04:25,33,23,82,0,25,0,10,-10,C Minor,4,2022-10-10,0Ij9SZP6T1lyqdWgXyFA0i,"SONER MÜZİK",5A,https://p.scdn.co/mp3-preview/21df383e9e156475187bf129c1518acd08f619c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d37c38e813f2d150e6403638
168,"Biri Vardı","Pera",66,83,"turkish rock","Rock","En Güzel Mevsimim",2016-01-29,04:10,38,69,7,0,27,0,10,-8,E Minor,4,2022-10-12,5fpRPaDeHXncLV6r4zhaUw,"Dokuz Sekiz Müzik",9A,https://p.scdn.co/mp3-preview/6c8e212adbb3a83f747864ff069e7bb0df975f81?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e5b3a9f3df8f6550fcf2e40b
169,"Gel","Kum",45,115,"new school turkce rap","Hip Hop","Gel",2021-09-24,02:17,91,35,15,0,65,10,10,-8,F Minor,4,2022-10-13,06hkGvQWuILpcCHJsh0yuE,"Wovie",4A,https://p.scdn.co/mp3-preview/8d7020a01c818b7d7f3356416055a92cd6510191?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b50992706b6d832542127773
170,"Dünyanın En Güzel Kızı","Mavi Gri",58,160,"turkish alt pop, turkish rock","Pop, Rock","Dünyanın En Güzel Kızı",2021-12-17,03:37,52,80,1,0,78,0,20,-8,F#/G♭ Minor,4,2022-10-13,3M3sdBf1qG5WkhNYXIq7sK,"Mavi Gri",11A,https://p.scdn.co/mp3-preview/4f82f4c894216bdb3bd3324236869704446a65e9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c85ba2827735fc4ff063760b
171,"Içimdeki Sesler","Umut Capone",56,176,"turkish trap pop","Pop","Içimdeki Sesler",2020-06-26,03:40,60,58,87,0,43,10,10,-6,E Minor,4,2022-10-13,1y6ZKpdkgTpXeYUU036vAC,"iGroove",9A,https://p.scdn.co/mp3-preview/cc7ec4df92651f7c630b1c37322a3a211973a62c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f80e529fefa26735c6554e12
172,"Halden Anlamaz","Okan & Volkan",61,100,"turkish pop","Pop","Halden Anlamaz",2021-10-15,03:19,75,60,2,0,55,0,0,-8,B Minor,4,2022-10-13,5EcpTIo0rUWuTShfOUJEqb,"Eva Records TR",10A,https://p.scdn.co/mp3-preview/2d042b77ab0b23d60c91346ede224d4f9c0a58a9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a78a414261a9c1d9a2b38f06
173,"Beceremedin","Aleyna Kalaycıoğlu",4,88,"","","Beceremedin",2022-08-05,02:28,65,68,84,0,37,0,10,-5,D Major,4,2022-10-13,1XfceswBcxvJwlGFNjU8cg,"Avrupa Müzik / Hiperaktif Müzik",10B,,https://i.scdn.co/image/ab67616d0000485170b608b53547de3f48e66d09
174,"Be Adam","Gülşen",65,104,"turkish pop","Pop","Be Adam",1996-07-11,03:27,72,83,64,0,59,0,0,-8,F Minor,4,2022-10-15,5R62yrYVMRZExYqxoPnQMn,"SONER MÜZİK",4A,https://p.scdn.co/mp3-preview/ceeb409c9d6e1a04fa7e714cce3e5cae3e033857?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851318b9f5934c2f40343ca97c3
175,"Çözemezsin","Dedublüman",69,90,"turkce slow sarkilar","Pop","Çözemezsin",2021-04-02,04:37,48,89,8,3,49,0,20,-6,D Minor,4,2022-10-30,1zMcj4YDWun0XN0BCzZc4P,"AVRUPA MÜZİK YAPIM",7A,https://p.scdn.co/mp3-preview/fb0dcddf4be6e891a0494020cdeb428bbda467d6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851790208c2066b4e531b6b4046
176,"Böyle Sever","Kahraman Deniz",65,180,"turkish hip hop, turkish pop, turkish rock","Hip Hop, Pop, Rock","19",2018-12-14,04:04,58,64,12,0,35,0,10,-8,E Minor,4,2022-11-02,7hU3H2id2pBVawD7e3zd8N,"Locca Records",9A,https://p.scdn.co/mp3-preview/f4de2a04df07ad00667d0b6fa76e0e3e00770e09?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515288becd356bc1ed97fbb1eb
177,"Son Durağın","Kahraman Deniz",68,126,"turkish hip hop, turkish pop, turkish rock","Hip Hop, Pop, Rock","Son Durağın",2022-01-21,03:56,61,52,5,0,68,0,10,-10,C♯/D♭ Minor,4,2022-11-07,63PJ7AVOjL5WcaYmPxiblX,"1986 Records",12A,https://p.scdn.co/mp3-preview/4100f413d496c95d66ed5b17805050033c7b9df7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851057be6a5c6af27b6b35cfec3
178,"Kara Bize Ait","Meyra,Burak Kut",46,132,"deep turkish pop, turkish pop","Pop","Aşklayalım",2011-03-09,03:46,60,86,35,0,44,0,10,-3,B Minor,4,2022-11-16,0NxMrziNShZuk6xsNT9iI1,"DOĞAN MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/7dbdd87734df1d965b0dbc68bbe4e3c2247543bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511c88e596d8a492db3229d8e4
179,"Kor","Emir Can İğrek",71,93,"turkish alt pop","Pop","Kor",2021-10-08,02:59,66,47,41,0,36,0,20,-11,C Minor,4,2022-11-18,0XNX9BCSWvEwsdBwUTRhMh,"Hypers",5A,https://p.scdn.co/mp3-preview/c58342b5be0c3cd960487d24c2c1b02285d34e34?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517efcf250caa96ed05bdfe701
180,"Yüreğim Davacı","Çağatay Akman",52,96,"turkish pop","Pop","Yirmi - Bir",2019-07-31,02:47,74,83,67,0,72,0,30,-7,B Minor,4,2022-11-18,6A1U8ohCHMfyTQO8CDUuZl,"2645 Records",10A,https://p.scdn.co/mp3-preview/c0188a61d249f825c80edcfdc604d26a6d7ec0bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851696401b05de6f7e1151d3e9c
181,"Imtiyaz","Mustafa Ceceli,JİNE",40,172,"karadeniz pop, turkish pop, ","Pop","Imtiyaz",2021-09-01,02:43,67,75,18,0,61,0,10,-4,F Minor,4,2022-11-28,6WzLmWKnQqiK46xW5t1D22,"Ceceli Music",4A,https://p.scdn.co/mp3-preview/100446bb21767e6e6f0f008b59ec905308b67d16?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519436dbd3cfefd93cff4926e9
182,"Altüst Olmuşum","Mavi Gri",74,83,"turkish alt pop, turkish rock","Pop, Rock","Altüst Olmuşum",2020-09-04,03:22,48,53,25,0,25,0,20,-11,A Minor,4,2022-12-02,13THdxqHT11aSk3G8nUDzZ,"Mavi Gri",8A,https://p.scdn.co/mp3-preview/a7dfc3666de6b60e1e44c4d94b2b78e983be8013?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fd348699521cceeffbf60fbc
183,"Arada Sırada","Ajda Pekkan",58,132,"turkish pop, turkish psych","Pop","Farkın Bu",2011-07-01,03:59,72,80,52,0,76,0,10,-5,G Minor,4,2022-12-09,4rTjVZGigCL8ZjLusslQpH,"GNL",6A,https://p.scdn.co/mp3-preview/6e6c709e729b3625b893e987d1efed371ef55b2b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c13c7f16c83e7854a743685
184,"Antidepresan","Mert Demir,Mabel Matiz",72,100,"turkish alt pop, turkish pop","Pop","Antidepresan",2022-11-04,04:00,70,59,3,0,92,0,10,-10,B Minor,4,2022-12-22,4OH5Cd8ZOI1eSgJSC9PYmU,"Pale Records & Pose Records",10A,https://p.scdn.co/mp3-preview/e6d85974d4027dd1662b9e07586a8abcbf8fb77a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a4753885f8de374c6ff1240
185,"Ölümsüz Aşklar","Ebru Gündeş",66,77,"arabesk, turkish folk, turkish pop","Pop, Folk/Acoustic","Evet",2008-09-25,04:50,45,45,63,0,54,10,20,-10,G#/A♭ Minor,4,2022-12-28,07ZQcQlbituG3sDXGKu4p3,"EMRE GRAFSON MÜZİK",1A,https://p.scdn.co/mp3-preview/a80deb94cbfe4036d661be3470d4dfdc0bdcae4a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851acce0f8c49ab26e07d133ecc
186,"Acemi Balık","Nalan",53,115,"turkish pop","Pop","Nâlân",2003-11-14,04:42,86,80,10,0,93,0,0,-6,G Minor,4,2022-12-28,0otSvT9e4OnlTN3iqh0nfH,"SONER MÜZİK",6A,https://p.scdn.co/mp3-preview/2536ecef3c01f0e188d2815974641057ac5f5010?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517bda53b0f18f91ed23112914
187,"Sen de Ağla","Hakan Altun",53,168,"arabesk, karadeniz pop, turkish pop","Pop","Hediye",2004-12-31,04:33,53,54,70,0,67,0,30,-7,A Minor,4,2022-12-29,4Cx0ryQiY64TXyNWs4yAW2,"Esen",8A,https://p.scdn.co/mp3-preview/a37f06f81eae214073b3f6ebd722d23f9a340b91?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485120c5db3f28033ce439b693ca
188,"Işıklı Yol","İzel",0,82,"turkish pop","Pop","Işıklı Yol",2007-06-01,04:24,61,71,46,0,43,0,10,-7,A Minor,4,2022-12-30,1kaJOBVsrCbmkJ2ooLhk2V,"AVRUPA MÜZİK YAPIM",8A,,https://i.scdn.co/image/ab67616d000048511019645f3704b358b69f964e
189,"Bir Rüya Gördüm","Elif Doğan",29,106,"","","Aşk Tesadüfleri Sever 2 (Orijinal Film Müzikleri)",2020-01-31,03:05,77,64,1,0,85,0,10,-6,D Minor,4,2023-01-03,1kMvupJZrKRXtdjo9zGmNN,"PASAJ",7A,,https://i.scdn.co/image/ab67616d000048516e40beb206e7d2acb987ff6e
190,"Dünyadan Uzak","Sakiler",58,95,"turkish pop","Pop","Dünyadan Uzak",2020-12-18,03:38,53,55,37,0,47,0,0,-8,F Minor,4,2023-01-22,3XoviDE1Zp9Ukz6ZWyZci7,"Zeyn Music",4A,https://p.scdn.co/mp3-preview/419db011df35d17772713e6824c35e2834d5c548?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485159dd80f27bd6780ab341782f
191,"Yaralandım","Nalan,Kutsi",35,102,"turkish pop","Pop","Aşk Senin Neyine",2019-03-19,05:02,51,80,27,0,52,0,20,-5,G#/A♭ Minor,4,2023-02-08,0eltGUm6a2GMtoHtWV8Wae,"Poll Production",1A,https://p.scdn.co/mp3-preview/d89186b2ecbd55b383538abd47ee4af049792f14?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ee1a7ff755d24758e292315b
192,"Varsa Yoksa","Birkan Nasuhoğlu,Elçin Orçun",47,133,"turkish alt pop, turkish alternative, turkish rock, turkish singer-songwriter","Pop, Rock","Varsa Yoksa",2017-10-16,04:14,70,37,86,0,71,0,10,-13,C♯/D♭ Minor,4,2023-02-08,0jvK8A5rtyMN1lvDLHDvcs,"3 Adım Müzik",12A,https://p.scdn.co/mp3-preview/faf12b07363c07e3af8503b1bb5abdcf1b82ebcf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e45fa9776bf0f2c9d05231b
193,"Derin Duygular","Özcan Deniz",0,112,"turkish pop","Pop","Leyla",2002-05-22,04:46,83,66,54,0,61,0,0,-9,E Minor,4,2023-03-17,5d5OQ6NZ13Na6nZ2YhaH9P,"SÜPER MÜZİK YAPIM",9A,,https://i.scdn.co/image/ab67616d00004851d4e2198e7bb69b092bf466dd
194,"Unuttun mu Beni","Sezen Aksu",71,98,"turkish pop","Pop","Öptüm",2011-05-23,04:10,66,78,12,0,72,0,10,-5,G#/A♭ Minor,4,2023-03-25,0x9154bA7PgqF6Za1CtszP,"SN Music",1A,https://p.scdn.co/mp3-preview/a0c4cec08c18874476e17b2457b50beba608049b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a31007dccbd5ad9fd9121f68
195,"Bahsetmem Lazım","Güliz Ayla",59,118,"turkish pop","Pop","Güliz Ayla",2015-10-02,03:18,45,53,40,0,22,0,20,-6,E Minor,4,2023-04-23,0pRykJaHRomTCCGd89b5cX,"SONY MUSIC TURKEY",9A,https://p.scdn.co/mp3-preview/f8cbc6f80261faf511562eabe5dc268d89133636?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ff13f7d6f00d3b80863793b5
196,"Zalim","Levent Yüksel",59,110,"turkish pop","Pop","Levent Yüksel'in 2. Cd'si",1996-01-10,04:38,64,42,63,0,63,0,0,-14,G Minor,4,2023-05-02,0L2HglGOcc6MScTCIcbmhb,"SONER MÜZİK",6A,https://p.scdn.co/mp3-preview/5b4c75331220f15cdbaadf17f2fe927eff7deeaf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc3ba4ded0f817555fa733ea
197,"Tüm Bir Yaşam","Erol Evgin,Atiye",53,82,"classic turkish pop, turkish pop","Pop","Altın Düetler 2",2019-06-28,04:08,39,52,14,0,40,0,10,-5,F Minor,4,2023-05-10,0VT7it61txWNHAZRy7RsUn,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",4A,,https://i.scdn.co/image/ab67616d0000485160977b252f58350bd9f53188
198,"Yaz Gülü","İrem Derici",72,110,"turkish pop","Pop","Yaz Gülü",2022-11-25,03:07,69,81,1,0,72,0,10,-5,F Minor,4,2023-05-11,2MvC6PUwqLJbM3qluKK5EF,"DOĞAN MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/061c575b017964668cc67606f5be5f442e3b80f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127c61e33ea2b8d21c29b144a
199,"Gölgede Aynı","Mustafa Sandal",27,170,"turkish pop","Pop","Gölgede Aynı",1996-05-24,04:17,55,33,67,0,28,0,60,-14,G Minor,4,2023-05-11,3VieUGg39wuqJuYudc8lpk,"ÖZER KARDEŞ KASET",6A,https://p.scdn.co/mp3-preview/8434b5fe90173959dbfd4ba2d91e4ecf50bbef41?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c4f86711ab37c91bfb0f5eee
200,"Tuana","Levent Yüksel",49,150,"turkish pop","Pop","Med Cezir",1993-05-14,05:19,47,40,75,0,53,0,10,-13,F#/G♭ Minor,4,2023-05-11,3Kut1u60mgcH59QWty8uUz,"TEMPA TÜM ELEKTRİKLİ",11A,https://p.scdn.co/mp3-preview/ae8cee5759d626b3709342143351e80475fc3396?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d955e5afbf260b80bd064f5
201,"Saydim","Ogün Sanlısoy",64,148,"anadolu rock, turkish metal, turkish rock","Rock, Metal","O Gun",2004-04-01,04:11,45,87,4,0,56,0,0,-4,F#/G♭ Minor,4,2023-05-13,3cRU569CCYiwd7FYijb7zp,"Epic",11A,https://p.scdn.co/mp3-preview/d5eb32c8d4a1f4672774437a49ef6f39776c6b95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d4458b954d34450770a5c8fe
